Object,District,Date,Day,Hour,Latitude,Longitude
Fire Related Reports,E5,2016-02-18 15:27:00,Thursday,15,42.2773766,-71.12721805
Aggravated Assault,A7,2016-02-18 15:09:00,Thursday,15,42.37146769,-71.04195159
Medical Assistance,D4,2016-02-18 15:16:00,Thursday,15,42.33811294,-71.07518342
Medical Assistance,C11,2016-02-18 15:28:00,Thursday,15,42.28645725,-71.05461417
Larceny,E13,2016-02-18 14:51:00,Thursday,14,42.30981943,-71.10321125
Larceny From Motor Vehicle,C6,2016-02-17 18:00:00,Wednesday,18,42.33370521,-71.03737191
Recovered Stolen Property,C11,2016-02-18 15:13:00,Thursday,15,42.29328572,-71.07185722
Assembly or Gathering Violations,A1,2016-02-18 11:19:00,Thursday,11,42.35594239,-71.06258333
Property Lost,B2,2016-02-16 19:15:00,Tuesday,19,42.31993295,-71.08157395
Property Lost,B3,2016-02-09 17:00:00,Tuesday,17,42.29041538,-71.07269542
Simple Assault,B2,2016-02-18 14:41:00,Thursday,14,42.33195363,-71.08170278
Harassment,B2,2016-02-18 14:11:00,Thursday,14,42.30845311,-71.08718664
Investigate Property,A1,2016-02-13 00:00:00,Saturday,0,42.36611638,-71.05204893
Other,B2,2016-02-16 20:00:00,Tuesday,20,42.31666791,-71.08401705
Vandalism,D4,2016-02-18 13:22:00,Thursday,13,42.34543327,-71.07739498
Verbal Disputes,E18,2016-02-18 14:48:00,Thursday,14,42.26701085,-71.12096171
Vandalism,B2,2016-02-18 14:18:00,Thursday,14,42.32178241,-71.08534158
Bomb Hoax,A1,2016-02-18 13:34:00,Thursday,13,42.35631391,-71.05778101
Residential Burglary,C6,2016-02-18 14:12:00,Thursday,14,42.32183637,-71.05928338
Residential Burglary,C6,2016-02-18 14:12:00,Thursday,14,42.32183637,-71.05928338
Warrant Arrests,C6,2016-02-18 14:12:00,Thursday,14,42.32183637,-71.05928338
Property Lost,D4,2016-02-16 19:00:00,Tuesday,19,42.33860282,-71.09355306
Medical Assistance,D14,2016-02-18 13:25:00,Thursday,13,42.36033698,-71.14538167
Larceny,C6,2016-02-17 09:07:00,Wednesday,9,42.336112,-71.04665434
Fraud,C6,2016-02-17 09:07:00,Wednesday,9,42.336112,-71.04665434
Fraud,A1,2016-02-18 12:15:00,Thursday,12,42.35428377,-71.06380404
Property Lost,A7,2016-02-12 13:47:00,Friday,13,42.37671994,-71.06266605
Property Lost,E13,2016-02-18 08:00:00,Thursday,8,42.30971857,-71.10429432
Larceny From Motor Vehicle,B3,2016-02-18 13:30:00,Thursday,13,42.28649435,-71.07406771
Motor Vehicle Accident Response,B3,2016-02-17 22:00:00,Wednesday,22,42.28623708,-71.07768279
Vandalism,E18,2016-02-18 13:23:00,Thursday,13,42.2457775,-71.118076
Missing Person Reported,B3,2016-02-18 13:15:00,Thursday,13,42.29490954,-71.09019249
Missing Person Located,B3,2016-02-18 13:15:00,Thursday,13,42.29490954,-71.09019249
Motor Vehicle Accident Response,E5,2016-02-18 11:30:00,Thursday,11,42.28728494,-71.15306857
Commercial Burglary,D14,2016-02-17 20:00:00,Wednesday,20,42.34885012,-71.15982522
Motor Vehicle Accident Response,D14,2016-02-16 15:00:00,Tuesday,15,42.35188271,-71.1564776
Other,B3,2016-02-18 10:39:00,Thursday,10,42.29472275,-71.07058534
Fire Related Reports,B3,2016-02-18 11:37:00,Thursday,11,42.27299025,-71.10783195
Violations,B3,2016-02-18 12:00:36,Thursday,12,42.2711941,-71.10398639
Investigate Person,C11,2016-02-18 13:00:00,Thursday,13,42.29402879,-71.05037212
Larceny,B2,2016-02-09 10:30:00,Tuesday,10,42.33606304,-71.10782832
Property Lost,B3,2016-02-18 12:51:00,Thursday,12,42.28344672,-71.09535085
Other,D4,2016-02-18 12:31:00,Thursday,12,42.33428841,-71.07239518
Violations,C11,2016-02-18 12:16:00,Thursday,12,42.30506946,-71.07633253
Motor Vehicle Accident Response,C11,2016-02-18 11:24:00,Thursday,11,42.29549707,-71.07211394
Verbal Disputes,C11,2016-02-18 10:47:00,Thursday,10,42.30775053,-71.06971431
Police Service Incidents,C11,2016-02-18 11:51:00,Thursday,11,42.28526506,-71.06939965
Medical Assistance,B2,2016-02-18 11:17:00,Thursday,11,42.32368852,-71.07519735
Larceny,C6,2016-02-11 15:00:00,Thursday,15,42.336112,-71.04665434
Police Service Incidents,B3,2016-02-18 11:25:00,Thursday,11,42.28121227,-71.08941724
Vandalism,C11,2016-02-18 10:50:00,Thursday,10,42.29258323,-71.04776198
Towed,C6,2016-02-18 11:39:00,Thursday,11,42.350987,-71.043993
Towed,E18,2016-02-18 09:32:00,Thursday,9,42.24249788,-71.12326854
Larceny,B3,2016-02-18 11:19:00,Thursday,11,42.28968115,-71.09212545
Confidence Games,B3,2016-02-18 11:09:00,Thursday,11,42.2973366,-71.08729604
Simple Assault,C11,2016-02-18 11:18:00,Thursday,11,42.30344073,-71.06674608
Other,C11,2016-02-18 11:18:00,Thursday,11,42.30344073,-71.06674608
Motor Vehicle Accident Response,C11,2016-02-17 23:00:00,Wednesday,23,42.30573977,-71.06762362
Motor Vehicle Accident Response,E18,2016-02-18 09:57:00,Thursday,9,42.26701085,-71.12096171
Larceny,D4,2016-02-18 10:47:00,Thursday,10,42.33401829,-71.07638124
Other,A7,2016-02-18 10:52:00,Thursday,10,42.37081805,-71.03929078
Drug Violation,C11,2016-02-18 10:15:00,Thursday,10,42.29042439,-71.0638074
Drug Violation,B2,2016-02-18 10:09:00,Thursday,10,42.31635508,-71.06593853
Motor Vehicle Accident Response,D14,2016-02-18 10:16:00,Thursday,10,42.34605151,-71.15563119
Larceny,B2,2016-02-18 09:40:00,Thursday,9,42.3189792,-71.07964653
Warrant Arrests,B2,2016-02-18 09:40:00,Thursday,9,42.3189792,-71.07964653
Warrant Arrests,A1,2016-02-18 09:23:00,Thursday,9,42.35232371,-71.06400187
Fraud,D14,2016-02-16 18:30:00,Tuesday,18,42.35785938,-71.13368353
Search Warrants,D14,2016-02-16 18:30:00,Tuesday,18,42.35785938,-71.13368353
Missing Person Located,B3,2016-02-09 17:50:00,Tuesday,17,42.29535374,-71.07313162
Missing Person Reported,B3,2016-02-09 17:50:00,Tuesday,17,42.29535374,-71.07313162
Counterfeiting,C11,2016-02-18 07:30:00,Thursday,7,42.30254239,-71.0595669
Other,B3,2016-02-18 10:17:00,Thursday,10,42.27783207,-71.09355491
Warrant Arrests,B2,2016-02-18 09:33:00,Thursday,9,42.31323896,-71.06822206
Violations,B2,2016-02-18 09:33:00,Thursday,9,42.31323896,-71.06822206
Residential Burglary,E13,2016-02-03 09:15:00,Wednesday,9,42.31516186,-71.10634685
Investigate Property,C6,2016-02-18 08:08:00,Thursday,8,42.34872699,-71.04974932
Larceny From Motor Vehicle,C6,2016-02-17 22:30:00,Wednesday,22,42.33493412,-71.0546559
Liquor Violation,A1,2016-02-18 09:04:00,Thursday,9,42.35120708,-71.05987799
Warrant Arrests,A1,2016-02-18 09:04:00,Thursday,9,42.35120708,-71.05987799
Medical Assistance,C6,2016-02-18 09:17:00,Thursday,9,42.33159837,-71.05159631
Vandalism,E18,2016-02-18 08:55:00,Thursday,8,42.26748055,-71.11536973
Larceny From Motor Vehicle,D14,2016-02-17 18:30:00,Wednesday,18,42.35415818,-71.15386618
Missing Person Located,C11,2016-02-17 14:00:00,Wednesday,14,42.30269797,-71.0660148
Missing Person Reported,C11,2016-02-17 14:00:00,Wednesday,14,42.30269797,-71.0660148
Warrant Arrests,C11,2016-02-18 08:37:00,Thursday,8,42.27516044,-71.06976518
Motor Vehicle Accident Response,C6,2016-02-18 07:12:00,Thursday,7,42.31571781,-71.04832345
Property Found,B2,2016-02-18 08:54:00,Thursday,8,42.33367922,-71.09187755
Investigate Person,C6,2016-02-18 08:07:00,Thursday,8,42.32779674,-71.05435602
Vandalism,E18,2016-02-17 20:00:00,Wednesday,20,42.24894017,-71.12130622
Motor Vehicle Accident Response,C11,2016-02-18 01:00:00,Thursday,1,42.30199289,-71.07409024
Aggravated Assault,D4,2016-02-18 08:14:00,Thursday,8,42.3479724,-71.07849582
Vandalism,E18,2016-02-17 22:00:00,Wednesday,22,42.26693203,-71.11138401
Vandalism,E18,2016-02-17 22:00:00,Wednesday,22,42.24725578,-71.11958581
Property Found,B2,2016-02-18 08:03:00,Thursday,8,42.33367922,-71.09187755
Motor Vehicle Accident Response,D4,2016-02-18 07:45:00,Thursday,7,42.33631343,-71.0695442
Simple Assault,B2,2016-02-13 10:30:00,Saturday,10,42.33234913,-71.09324099
Commercial Burglary,D14,2016-02-18 06:34:00,Thursday,6,42.34890289,-71.15890934
Vandalism,E18,2016-02-18 05:49:00,Thursday,5,42.2656321,-71.11051694
Other,B2,2016-02-18 01:08:00,Thursday,1,42.31275031,-71.09388736
Medical Assistance,E5,2016-02-18 03:35:00,Thursday,3,42.28709355,-71.14822128
Medical Assistance,B2,2016-02-18 02:07:00,Thursday,2,42.32150685,-71.07076276
Drug Violation,E13,2016-02-18 02:54:00,Thursday,2,42.30971857,-71.10429432
Larceny From Motor Vehicle,E18,2016-02-18 02:40:00,Thursday,2,42.24894017,-71.12130622
Verbal Disputes,D4,2016-02-18 01:40:00,Thursday,1,42.34116632,-71.07537694
Investigate Person,C6,2016-02-18 01:59:00,Thursday,1,42.35300247,-71.0450227
Violations,C11,2016-02-18 00:26:00,Thursday,0,42.27999449,-71.06563728
Firearm Violations,C11,2016-02-18 00:26:00,Thursday,0,42.27999449,-71.06563728
Investigate Person,D4,2016-02-18 01:32:00,Thursday,1,42.34862382,-71.08277637
Other,B2,2016-02-18 00:31:00,Thursday,0,42.31224327,-71.07549901
Larceny,D4,2016-02-18 01:26:00,Thursday,1,42.34849937,-71.09719984
Simple Assault,E5,2016-02-18 00:42:00,Thursday,0,42.26307874,-71.16465459
Robbery,A7,2016-02-18 00:27:00,Thursday,0,42.38509556,-71.00430244
Aggravated Assault,C11,2016-02-18 00:11:00,Thursday,0,42.2834045,-71.07010617
Drug Violation,C11,2016-02-18 00:11:00,Thursday,0,42.2834045,-71.07010617
Drug Violation,C11,2016-02-18 00:11:00,Thursday,0,42.2834045,-71.07010617
Larceny,D4,2016-02-17 16:30:00,Wednesday,16,42.34410718,-71.1018026
License Violation,A1,2016-02-18 00:52:00,Thursday,0,42.35832299,-71.06278436
Vandalism,E18,2016-02-18 00:07:00,Thursday,0,42.26642632,-71.11212105
Aggravated Assault,D4,2016-02-17 20:00:00,Wednesday,20,42.33311189,-71.0727637
Vandalism,E18,2016-02-17 23:36:00,Wednesday,23,42.26646668,-71.10693548
Simple Assault,B2,2016-02-17 23:10:00,Wednesday,23,42.31814836,-71.06708346
Vandalism,B2,2016-02-17 21:25:00,Wednesday,21,42.31685456,-71.07457617
Other,B2,2016-02-17 21:25:00,Wednesday,21,42.31685456,-71.07457617
Investigate Property,B2,2016-02-17 22:51:00,Wednesday,22,42.3092779,-71.07868791
Medical Assistance,B2,2016-02-17 22:44:00,Wednesday,22,42.32354783,-71.07225003
Motor Vehicle Accident Response,B2,2016-02-17 22:11:00,Wednesday,22,42.31251728,-71.07977497
Larceny,C11,2016-02-17 18:45:00,Wednesday,18,42.28873871,-71.07112627
Harassment,B3,2016-02-17 22:13:00,Wednesday,22,42.3019742,-71.08383388
Towed,C6,2016-02-17 22:06:00,Wednesday,22,42.33307103,-71.03820614
Landlord/Tenant Disputes,B3,2016-02-17 21:44:00,Wednesday,21,42.30131086,-71.08443841
Towed,C6,2016-02-17 21:41:00,Wednesday,21,42.33208391,-71.04823023
Investigate Property,E5,2016-02-17 21:37:00,Wednesday,21,42.28397302,-71.16690592
Medical Assistance,B3,2016-02-17 18:34:00,Wednesday,18,42.28736835,-71.08530395
Investigate Property,B3,2016-02-17 21:03:00,Wednesday,21,42.28092154,-71.08766264
Medical Assistance,B2,2016-02-17 20:43:00,Wednesday,20,42.33457489,-71.10551207
Vandalism,C6,2016-02-17 20:18:00,Wednesday,20,42.33283801,-71.05700401
Other,A1,2016-02-17 20:00:00,Wednesday,20,42.36068787,-71.05687293
Drug Violation,C11,2016-02-17 21:03:00,Wednesday,21,42.29755533,-71.0597091
Property Lost,B2,2016-02-16 18:00:00,Tuesday,18,42.32711298,-71.07662935
Verbal Disputes,C11,2016-02-17 20:25:00,Wednesday,20,42.30839354,-71.06473124
Drug Violation,D4,2016-02-17 20:04:00,Wednesday,20,42.34901954,-71.08130134
Prisoner Related Incidents,D4,2016-02-17 20:04:00,Wednesday,20,42.34901954,-71.08130134
Larceny,D4,2016-02-17 19:57:00,Wednesday,19,42.34800978,-71.0766976
Residential Burglary,E13,2016-02-17 15:15:00,Wednesday,15,42.3186054,-71.10789119
Other,C11,2016-02-17 19:41:00,Wednesday,19,42.30811103,-71.06458431
Violations,C11,2016-02-17 19:41:00,Wednesday,19,42.30811103,-71.06458431
Violations,C11,2016-02-17 19:41:00,Wednesday,19,42.30811103,-71.06458431
Robbery,A7,2016-02-17 19:52:00,Wednesday,19,42.37900759,-71.02790689
Warrant Arrests,A7,2016-02-17 19:52:00,Wednesday,19,42.37900759,-71.02790689
Aggravated Assault,A7,2016-02-17 19:52:00,Wednesday,19,42.37900759,-71.02790689
Drug Violation,C11,2016-02-17 18:48:00,Wednesday,18,42.28741228,-71.05793993
Verbal Disputes,D4,2016-02-17 19:39:00,Wednesday,19,42.34136252,-71.06707636
Motor Vehicle Accident Response,B2,2016-02-17 18:05:00,Wednesday,18,42.32373333,-71.08482658
Violations,B2,2016-02-17 18:05:00,Wednesday,18,42.32373333,-71.08482658
Confidence Games,A1,2016-02-17 19:42:00,Wednesday,19,42.35131095,-71.06030942
Verbal Disputes,E5,2016-02-17 18:52:00,Wednesday,18,42.29295406,-71.16637287
Simple Assault,B3,2016-02-17 16:59:00,Wednesday,16,42.29603943,-71.07717023
Medical Assistance,A1,2016-02-17 18:15:00,Wednesday,18,42.36110964,-71.06741369
Robbery,E13,2016-02-17 03:00:00,Wednesday,3,42.32283759,-71.10096723
Search Warrants,B3,2016-02-17 19:14:00,Wednesday,19,42.28482577,-71.09137369
Other,C11,2016-02-17 19:13:00,Wednesday,19,42.30244791,-71.06878
Search Warrants,B3,2016-02-17 00:00:00,Wednesday,0,42.28482577,-71.09137369
Motor Vehicle Accident Response,B2,2016-02-17 18:41:00,Wednesday,18,42.33515685,-71.0947747
Drug Violation,B3,2016-02-17 00:00:00,Wednesday,0,42.28482577,-71.09137369
Fraud,A1,2016-02-17 19:12:00,Wednesday,19,42.36183857,-71.05976489
Simple Assault,A15,2016-02-17 17:52:00,Wednesday,17,42.37448704,-71.06708679
Larceny,E5,2016-02-17 18:52:00,Wednesday,18,42.28143262,-71.15801301
Drug Violation,B3,2016-02-17 19:05:00,Wednesday,19,42.30082268,-71.08589873
Medical Assistance,B2,2016-02-17 18:58:00,Wednesday,18,42.32091419,-71.07546293
Aggravated Assault,C11,2016-02-17 18:17:00,Wednesday,18,42.30422176,-71.07918459
Motor Vehicle Accident Response,B2,2016-02-17 18:05:00,Wednesday,18,42.33421,-71.104919
Fraud,E18,2016-02-17 18:58:00,Wednesday,18,42.266187,-71.1026723
Police Service Incidents,D14,2016-02-17 18:41:00,Wednesday,18,42.349056,-71.1504985
Larceny,D4,2016-02-17 18:11:00,Wednesday,18,42.34932471,-71.08014801
Larceny,A7,2016-02-17 17:58:00,Wednesday,17,42.37421104,-71.03918485
Larceny,C6,2016-02-17 18:33:00,Wednesday,18,42.32696647,-71.06198607
Investigate Person,D14,2016-02-17 14:35:00,Wednesday,14,42.34699751,-71.15575958
Medical Assistance,E18,2016-02-17 17:44:38,Wednesday,17,42.28671034,-71.10822888
Verbal Disputes,B2,2016-02-17 17:41:00,Wednesday,17,42.31694495,-71.09197177
Drug Violation,C11,2016-02-17 18:21:00,Wednesday,18,42.29167441,-71.07172281
Warrant Arrests,C11,2016-02-17 18:21:00,Wednesday,18,42.29167441,-71.07172281
Harassment,E18,2016-02-17 18:19:00,Wednesday,18,42.26892366,-71.10367383
Other,B2,2016-02-17 15:52:00,Wednesday,15,42.33744152,-71.10428096
Firearm Violations,C11,2016-02-17 17:15:00,Wednesday,17,42.2922879,-71.07177018
Drug Violation,B2,2016-02-17 10:00:00,Wednesday,10,42.32866284,-71.08563401
Larceny,C11,2016-02-17 17:12:00,Wednesday,17,42.2783992,-71.06636305
Larceny,B3,2016-02-08 17:00:00,Monday,17,42.32270922,-71.09932317
Property Lost,B2,2016-02-17 17:53:00,Wednesday,17,42.30845311,-71.08718664
Simple Assault,A7,2016-02-17 09:00:00,Wednesday,9,42.3714106,-71.04245069
Motor Vehicle Accident Response,B3,2016-02-17 16:56:00,Wednesday,16,42.27270021,-71.09971518
Property Found,B2,2016-02-17 16:49:00,Wednesday,16,42.32270922,-71.09932317
Property Found,E13,2016-02-17 17:00:00,Wednesday,17,42.31789622,-71.11276973
Motor Vehicle Accident Response,C6,2016-02-17 17:14:00,Wednesday,17,42.32614559,-71.05349144
Simple Assault,B2,2016-02-17 16:43:00,Wednesday,16,42.3347809,-71.1094777
Drug Violation,C6,2016-02-17 16:58:00,Wednesday,16,42.32446169,-71.05684445
Larceny From Motor Vehicle,B3,2016-02-17 17:28:00,Wednesday,17,42.28220579,-71.07791871
Investigate Person,B3,2016-02-17 16:57:00,Wednesday,16,42.29040923,-71.07693574
Simple Assault,A7,2016-02-17 16:40:00,Wednesday,16,42.3850465,-71.01374142
Medical Assistance,E5,2016-02-17 16:42:00,Wednesday,16,42.27995932,-71.12073919
Motor Vehicle Accident Response,D4,2016-02-15 21:00:00,Monday,21,42.33558469,-71.07713044
Motor Vehicle Accident Response,D4,2016-02-17 16:37:00,Wednesday,16,42.33827457,-71.06678677
Larceny,A15,2016-02-17 15:59:00,Wednesday,15,42.35521625,-71.06012863
Violations,D14,2016-02-17 16:43:00,Wednesday,16,42.349056,-71.1504985
Drug Violation,C11,2016-02-17 16:54:00,Wednesday,16,42.30294389,-71.0782248
Simple Assault,E18,2016-02-17 16:19:00,Wednesday,16,42.28058479,-71.11451352
Larceny,B2,2016-02-09 12:00:00,Tuesday,12,42.31943966,-71.09467467
Larceny,D4,2016-02-17 15:34:00,Wednesday,15,42.34862382,-71.08277637
Auto Theft,E13,2016-02-16 09:15:00,Tuesday,9,42.29906325,-71.11183411
Motor Vehicle Accident Response,B3,2016-02-17 16:46:00,Wednesday,16,42.28411373,-71.07938717
Investigate Person,B3,2016-02-17 15:47:00,Wednesday,15,42.27791465,-71.09452937
Larceny,A1,2016-02-17 16:39:00,Wednesday,16,42.36293611,-71.05253795
Property Lost,E18,2016-02-17 16:29:00,Wednesday,16,42.24133823,-71.13894909
Aggravated Assault,B3,2016-02-17 15:27:00,Wednesday,15,42.27442169,-71.07888867
Aggravated Assault,B3,2016-02-17 15:27:00,Wednesday,15,42.27442169,-71.07888867
Investigate Person,B3,2016-02-17 16:22:00,Wednesday,16,42.29091867,-71.08767813
Police Service Incidents,C11,2016-02-17 15:53:00,Wednesday,15,42.30638323,-71.06021218
Investigate Person,A7,2016-02-17 15:30:00,Wednesday,15,42.36849441,-71.04004705
Investigate Person,A1,2016-02-17 15:20:00,Wednesday,15,42.35162789,-71.0686641
Larceny,C6,2016-02-17 15:20:00,Wednesday,15,42.32809966,-71.06321676
Robbery,D4,2016-02-17 15:20:00,Wednesday,15,42.33504938,-71.07879668
Vandalism,B3,2016-02-16 07:30:00,Tuesday,7,42.2680362,-71.09484348
Other,B3,2016-02-16 07:30:00,Tuesday,7,42.2680362,-71.09484348
Drug Violation,B2,2016-02-17 15:41:00,Wednesday,15,42.32866284,-71.08563401
Medical Assistance,B2,2016-02-17 14:32:00,Wednesday,14,42.2518944,-71.1253531
Other,C6,2016-02-17 15:26:00,Wednesday,15,42.33329364,-71.0373591
Larceny,D4,2016-02-17 14:27:00,Wednesday,14,42.34749899,-71.07925506
Warrant Arrests,D4,2016-02-17 14:27:00,Wednesday,14,42.34749899,-71.07925506
Vandalism,A15,2016-02-17 14:53:00,Wednesday,14,42.37601727,-71.06391748
Larceny,A1,2016-02-04 12:00:00,Thursday,12,42.35883413,-71.05807509
Fraud,A1,2016-02-04 12:00:00,Thursday,12,42.35883413,-71.05807509
Motor Vehicle Accident Response,C11,2016-02-12 08:30:00,Friday,8,42.29386305,-71.06123038
Residential Burglary,D14,2016-02-17 13:57:00,Wednesday,13,42.36312194,-71.13056327
Larceny,D14,2016-02-17 13:57:00,Wednesday,13,42.36312194,-71.13056327
Vandalism,C11,2016-02-16 20:30:00,Tuesday,20,42.28749017,-71.06911995
Police Service Incidents,C6,2016-02-17 14:36:00,Wednesday,14,42.32267819,-71.04932912
Other,B2,2016-02-17 14:06:00,Wednesday,14,42.32401893,-71.09680779
Larceny From Motor Vehicle,E18,2016-02-17 14:32:00,Wednesday,14,42.25767476,-71.12367146
Motor Vehicle Accident Response,B2,2016-02-17 13:30:00,Wednesday,13,42.334912,-71.088464
Medical Assistance,C6,2016-02-17 13:12:00,Wednesday,13,42.3301111,-71.05611033
Vandalism,C11,2016-02-16 07:00:00,Tuesday,7,42.31091044,-71.05767414
Medical Assistance,B3,2016-02-17 13:16:00,Wednesday,13,42.27160603,-71.09045552
Residential Burglary,D14,2016-02-17 10:00:00,Wednesday,10,42.35512074,-71.16267863
Larceny,D4,2016-02-11 17:00:00,Thursday,17,42.35433643,-71.07323767
Vandalism,C6,2016-02-17 14:12:00,Wednesday,14,42.33298734,-71.04282382
Larceny,D4,2016-02-17 13:55:00,Wednesday,13,42.35009599,-71.0773211
Police Service Incidents,B3,2016-02-17 13:41:00,Wednesday,13,42.27680536,-71.07233984
Drug Violation,C6,2016-02-17 12:55:00,Wednesday,12,42.34128751,-71.05467933
Larceny From Motor Vehicle,C11,2016-02-17 13:54:00,Wednesday,13,42.29990887,-71.06424768
Confidence Games,D14,2016-02-12 13:37:00,Friday,13,42.35007312,-71.14108202
Drug Violation,C6,2016-02-17 12:36:00,Wednesday,12,42.33049422,-71.04342091
Medical Assistance,A15,2016-02-17 12:31:00,Wednesday,12,42.38099773,-71.06210065
Drug Violation,A15,2016-02-17 12:31:00,Wednesday,12,42.38099773,-71.06210065
Drug Violation,B2,2016-02-17 08:30:00,Wednesday,8,42.33367922,-71.09187755
Larceny,D4,2016-02-17 13:12:00,Wednesday,13,42.3479724,-71.07849582
Larceny,D4,2016-02-17 10:26:00,Wednesday,10,42.3479724,-71.07849582
Property Lost,A1,2016-02-17 11:50:00,Wednesday,11,42.35988372,-71.06016189
Ballistics,A7,2016-02-17 10:30:00,Wednesday,10,42.37081805,-71.03929078
Motor Vehicle Accident Response,A15,2016-02-15 15:30:00,Monday,15,42.37081805,-71.03929078
Confidence Games,B3,2016-02-11 18:00:00,Thursday,18,42.29944216,-71.08489748
Investigate Property,B2,2016-02-17 12:39:00,Wednesday,12,42.31748438,-71.07643045
Towed,B2,2016-02-17 12:39:00,Wednesday,12,42.31748438,-71.07643045
Property Lost,D4,2016-02-16 12:45:00,Tuesday,12,42.34862382,-71.08277637
Residential Burglary,D14,2016-02-17 11:38:00,Wednesday,11,42.35068065,-71.12769723
Warrant Arrests,C6,2016-02-17 11:51:00,Wednesday,11,42.35404844,-71.04639023
Harassment,B3,2016-02-17 11:52:00,Wednesday,11,42.27934055,-71.09130505
Medical Assistance,B3,2016-02-17 11:15:00,Wednesday,11,42.2868893,-71.09222991
Simple Assault,C11,2016-02-17 11:41:00,Wednesday,11,42.30443502,-71.06862907
Verbal Disputes,C11,2016-02-17 11:30:00,Wednesday,11,42.29641938,-71.06864617
Motor Vehicle Accident Response,C11,2016-02-17 11:11:00,Wednesday,11,42.28202294,-71.07125917
Larceny,D4,2016-02-15 14:00:00,Monday,14,42.34957176,-71.10209305
Property Found,B2,2016-02-17 11:49:00,Wednesday,11,42.33367922,-71.09187755
Larceny,D14,2016-02-15 01:00:00,Monday,1,42.35515405,-71.13363463
Confidence Games,D14,2016-02-15 01:00:00,Monday,1,42.35515405,-71.13363463
Residential Burglary,E5,2016-02-16 15:30:00,Tuesday,15,42.28266003,-71.14387576
Simple Assault,D14,2016-02-17 11:11:00,Wednesday,11,42.3390674,-71.16023733
Auto Theft Recovery,E18,2016-02-17 11:14:00,Wednesday,11,42.26983458,-71.10003437
Police Service Incidents,D4,2016-02-17 11:03:00,Wednesday,11,42.34296464,-71.08244713
Police Service Incidents,A1,2016-02-17 11:00:00,Wednesday,11,42.35171679,-71.06118419
Fraud,D4,2016-02-16 00:01:00,Tuesday,0,42.3433288,-71.07788858
Residential Burglary,D14,2016-02-17 10:27:00,Wednesday,10,42.35389172,-71.14530316
Larceny From Motor Vehicle,E18,2016-02-17 11:06:00,Wednesday,11,42.24638286,-71.12290762
Property Found,B2,2016-02-17 10:58:00,Wednesday,10,42.33367922,-71.09187755
Verbal Disputes,D4,2016-02-17 10:35:00,Wednesday,10,42.33395125,-71.07538939
Simple Assault,B2,2016-02-17 10:43:00,Wednesday,10,42.33445761,-71.088061
Property Lost,A1,2016-02-16 08:00:00,Tuesday,8,42.352366,-71.06833609
Vandalism,B3,2016-02-17 09:44:00,Wednesday,9,42.27934055,-71.09130505
Investigate Person,C11,2016-02-05 06:00:00,Friday,6,42.3079191,-71.07044443
Larceny From Motor Vehicle,D4,2016-02-16 18:00:00,Tuesday,18,42.34617476,-71.0792592
Verbal Disputes,A1,2016-02-17 09:25:00,Wednesday,9,42.36545547,-71.05839021
Medical Assistance,E18,2016-02-17 07:30:00,Wednesday,7,42.24831869,-71.11676234
Other,B2,2016-02-17 09:40:00,Wednesday,9,42.31381471,-71.08368372
Towed,C6,2016-02-17 01:43:00,Wednesday,1,42.33930416,-71.05160423
Other,E18,2016-02-16 10:30:00,Tuesday,10,42.26302512,-71.10762853
Investigate Property,A15,2016-02-17 09:38:00,Wednesday,9,42.37920526,-71.06499668
Towed,D14,2016-02-17 09:56:00,Wednesday,9,42.35429484,-71.13190433
Motor Vehicle Accident Response,B2,2016-02-17 09:51:00,Wednesday,9,42.32814382,-71.09699557
Investigate Person,C6,2016-02-17 09:03:00,Wednesday,9,42.33392601,-71.05401224
Medical Assistance,E18,2016-02-17 07:19:00,Wednesday,7,42.25632224,-71.11959219
Other,D4,2016-02-17 08:57:00,Wednesday,8,42.33497341,-71.07142863
Violations,D4,2016-02-17 08:57:00,Wednesday,8,42.33497341,-71.07142863
Larceny From Motor Vehicle,D4,2016-02-17 09:17:00,Wednesday,9,42.34945353,-71.08644334
Motor Vehicle Accident Response,C11,2016-02-16 18:00:00,Tuesday,18,42.28890049,-71.06266918
Police Service Incidents,B2,2016-02-17 06:29:00,Wednesday,6,42.31242132,-71.09154902
Motor Vehicle Accident Response,A15,2016-02-17 08:15:00,Wednesday,8,42.38239221,-71.07890586
Firearm Discovery,B3,2016-02-17 08:26:00,Wednesday,8,42.27818669,-71.09047287
Larceny From Motor Vehicle,B3,2016-02-17 08:26:00,Wednesday,8,42.27818669,-71.09047287
Warrant Arrests,B2,2016-02-17 08:57:00,Wednesday,8,42.30703835,-71.06615319
Drug Violation,B2,2016-02-17 08:57:00,Wednesday,8,42.30703835,-71.06615319
Verbal Disputes,B2,2016-02-17 07:56:00,Wednesday,7,42.31499803,-71.09194485
Verbal Disputes,D4,2016-02-17 08:46:00,Wednesday,8,42.33455374,-71.07560801
Property Found,B2,2016-02-17 09:02:00,Wednesday,9,42.33367922,-71.09187755
Other,A1,2016-02-16 00:00:00,Tuesday,0,42.35591935,-71.06000539
Motor Vehicle Accident Response,B2,2016-02-17 08:42:00,Wednesday,8,42.32026165,-71.08600267
Simple Assault,C11,2016-02-17 08:22:00,Wednesday,8,42.28683796,-71.07119249
Property Found,D4,2016-02-16 18:00:00,Tuesday,18,42.34596339,-71.07166712
Other,C11,2016-02-16 23:00:00,Tuesday,23,42.28312525,-71.05892068
